314673.062921751 4746035.94020262
350919.509346291 4709853.91247875
343009.693491246 4722885.18922953
407000.580328683 4696671.69521308
362605.297427417 4689214.1830141
364622.12925045 4683257.61226958
358801.60750377 4653734.29290528
378646.872858046 4690319.1630631
351768.615406829 4703179.58583352
347959.37584061 4713371.19740474
332115.317110574 4678154.52833904
335520.717836494 4680909.55431352
357543.295780686 4691156.2349746
400660.159411374 4691742.86458159
410192.411790803 4694382.03139679
329347.276635626 4673874.71803333
338024.695253505 4723058.58697292
406216.005540563 4696778.82682255
337182.165954109 4663841.67071689
312088.384183504 4704172.89089449
338655.484548191 4685181.47988454
340267.578426558 4687015.07679714
330599.600091182 4666726.50749076
360303.768629624 4665934.77798096
365668.554398202 4684972.62863808
404073.413906555 4694095.16182434
346854.557853091 4716600.02525974
359606.64293076 4656512.95777274
346804.529386546 4716903.02256367
344533.510449903 4722126.75943917
320690.979724765 4709267.35757266
360202.661884067 4657510.48875408
349063.895307208 4712005.11463186
348100.572025599 4713106.42327851
356039.817962167 4718696.79889681
344754.827111037 4714743.15394266
361641.156681947 4653577.90283806
392180.04669761 4690622.63430192
330637.868487048 4675284.87205275
373482.046833639 4695433.54701759
319603.019424373 4731507.22579782
359672.006074637 4656581.44232308
359026.404913587 4655686.5461471
402276.524411549 4689694.07279006
322208.8679175 4710012.11496716
340134.283262574 4686000.08673511
351621.564560029 4709304.17743747
375025.930329278 4691016.72571767
351673.663502641 4703191.05807273
360976.677977679 4669684.98322133
346428.804266424 4715365.44857547
402328.887780971 4689894.50907913
365015.77162154 4682133.2824735
340972.533720237 4689446.7284087
351682.8485115 4708378.777288
324705.285022376 4659127.904288
360814.782702645 4669213.92060312
362384.622764971 4675466.08560153
358820.502819073 4654526.82524775
340148.400294224 4686881.49429039
325936.231908056 4666060.48575482
347888.97149928 4713555.0442783
350169.803136952 4710666.94627961
329856.015976457 4687080.02888107
360696.371771171 4668935.55843123
345910.322817942 4719533.59571593
331454.641338474 4679910.68779604
361577.362331211 4671236.86435189
329845.206624199 4683288.89809004
310841.988842249 4668236.68589112
332392.509792089 4666367.93799112
332101.614751296 4677667.31455578
344004.397299204 4692525.85700173
343119.485527133 4691916.36050395
362027.031250147 4672819.89146023
361209.953013428 4670167.27871865
340151.69608647 4686328.11780258
406384.974663291 4689771.76382869
400166.945629778 4691430.42215221
340172.572388941 4686040.76672753
325361.823754257 4661247.97195751
314292.645010667 4700357.02433523
344548.39449618 4693681.29237745
345418.138244875 4720731.94316686
362156.662493674 4672446.53122012
402431.076198367 4690168.63554236
328901.06304553 4673458.6647283
344059.819416621 4692592.00492451
327165.984162501 4672659.015913
349737.745411487 4711343.30635783
352483.009589143 4706897.96427678
336592.729755572 4663783.63571868
356444.453124283 4721207.19437164
365157.882978343 4684100.26922087
338300.491962807 4685144.54545373
402504.058024356 4689227.25381003
317440.315001029 4705506.5383081
360091.765510497 4657337.41663579
341035.503763396 4723035.5096831
317694.635625671 4695891.37077486
325112.072960383 4729841.95041924
361955.915609972 4673891.11931714
360140.972378112 4667869.32595087
360625.787101608 4668770.42820784
367141.074463938 4686229.64898335
360414.596907792 4658230.93799699
331725.000487708 4679558.61292554
347869.84798409 4713603.74184282
372690.773618503 4692375.16757606
345307.822803799 4720881.64215743
403331.610327213 4689143.99789597
349683.860341729 4711429.85640033
379033.857467818 4690444.65045655
364827.885131791 4681082.86322128
347571.199623122 4714475.68554292
330127.359551743 4682279.53516438
349550.298120503 4711563.64573652
347174.886757722 4695670.89597177
345731.360283644 4721449.6118616
375600.692600768 4690862.51056484
330928.396638122 4729238.68253821
342430.703539183 4662250.14511024
