FID;field_1;field_2;x;y
386;293502,239389383990783;4607654,087922530248761;293502,0000000;4607650,0000000
387;295124,933651519997511;4609270,400662690401077;295125,0000000;4609270,0000000
388;296469,157666857005097;4612627,887624650262296;296469,0000000;4612630,0000000
389;297821,941437863977626;4613851,580387149937451;297822,0000000;4613850,0000000
390;298770,551701605028939;4614604,829198679886758;298771,0000000;4614600,0000000
391;300411,580249616992660;4615016,440749020315707;300412,0000000;4615020,0000000
392;300942,671746747975703;4615106,951707789674401;300943,0000000;4615110,0000000
393;302992,909837389015593;4615175,237812610343099;302993,0000000;4615180,0000000
394;305079,368233328976203;4614272,034174210391939;305079,0000000;4614270,0000000
395;307479,700996101018973;4611870,879238479770720;307480,0000000;4611870,0000000
396;307569,065957386977971;4611811,555300829932094;307569,0000000;4611810,0000000
397;314982,204874164017383;4612100,963491540402174;314982,0000000;4612100,0000000
398;293939,289662330003921;4615331,511846950277686;293939,0000000;4615330,0000000
399;291528,400046250026207;4617076,473949939943850;291528,0000000;4617080,0000000
400;290786,568360309989657;4618377,980121360160410;290787,0000000;4618380,0000000
401;287403,965380245994311;4599423,158162060193717;287404,0000000;4599420,0000000
402;288810,198704355978407;4600306,344992280006409;288810,0000000;4600310,0000000
403;289812,938499892014079;4601668,836065080016851;289813,0000000;4601670,0000000
404;292319,381654175987933;4601746,319461319595575;292319,0000000;4601750,0000000
405;292513,534557559003588;4601692,691515170037746;292514,0000000;4601690,0000000
406;295488,698871582979336;4601724,197247279807925;295489,0000000;4601720,0000000
407;298516,993696829013061;4602656,527163109742105;298517,0000000;4602660,0000000
408;301359,899688125005923;4602752,536195400170982;301360,0000000;4602750,0000000
409;305552,935466417984571;4601263,415244500152767;305553,0000000;4601260,0000000
410;310252,789403736998793;4599570,657788580283523;310253,0000000;4599570,0000000
411;310512,869332130998373;4599419,436453130096197;310513,0000000;4599420,0000000
412;310478,476236853981391;4599442,148324860259891;310478,0000000;4599440,0000000
413;311159,464564990019426;4598846,037786220200360;311159,0000000;4598850,0000000
414;311610,035959880973678;4598304,902870490215719;311610,0000000;4598300,0000000
415;312432,227935209986754;4597693,358890750445426;312432,0000000;4597690,0000000
416;298219,549913282971829;4588078,092763599939644;298220,0000000;4588080,0000000
417;297643,567423539992888;4591892,688006309792399;297644,0000000;4591890,0000000
418;300735,526754734979477;4596178,425180739723146;300736,0000000;4596180,0000000
419;301876,120877321984153;4599060,333984109573066;301876,0000000;4599060,0000000
420;302537,773689494992141;4601022,905248969793320;302538,0000000;4601020,0000000
421;301795,850629816006403;4603495,585077689960599;301796,0000000;4603500,0000000
422;304522,438773110974580;4613101,763273250311613;304522,0000000;4613100,0000000
423;304812,713438411010429;4613746,522117899730802;304813,0000000;4613750,0000000
424;305173,375361251004506;4614503,846321170218289;305173,0000000;4614500,0000000
425;305374,669366120011546;4614737,975085079669952;305375,0000000;4614740,0000000
426;306215,557484215009026;4616174,263835010118783;306216,0000000;4616170,0000000
427;306619,234582790988497;4616628,641170079819858;306619,0000000;4616630,0000000
428;308660,416816605022177;4617527,329181640408933;308660,0000000;4617530,0000000
429;308734,626896034984384;4617601,298932540230453;308735,0000000;4617600,0000000
430;310453,650626218994148;4620527,197195949964225;310454,0000000;4620530,0000000
431;315756,337438477028627;4626132,634268700145185;315756,0000000;4626130,0000000
432;315847,098573038994800;4626189,182719949632883;315847,0000000;4626190,0000000
433;316338,362185285019223;4626772,775424219667912;316338,0000000;4626770,0000000
434;316568,093908969021868;4627223,842429090291262;316568,0000000;4627220,0000000
435;305659,975352802022826;4611639,293307170271873;305660,0000000;4611640,0000000
436;311252,413413847971242;4617394,775694520212710;311252,0000000;4617400,0000000
437;311344,196246466017328;4617570,124657190404832;311344,0000000;4617570,0000000
438;314276,863535919983406;4621007,648928710259497;314277,0000000;4621010,0000000
439;317895,049900254991371;4625233,437273399904370;317895,0000000;4625230,0000000
440;296357,297876520024147;4596693,459120010025799;296357,0000000;4596690,0000000
441;313979,671698497026227;4596627,091681400313973;313980,0000000;4596630,0000000
442;305535,432421659992542;4588238,899365779943764;305535,0000000;4588240,0000000
443;301775,051012111012824;4592663,327771900221705;301775,0000000;4592660,0000000
444;303281,813946829992346;4590594,883609999902546;303282,0000000;4590600,0000000
445;308333,501183995977044;4602885,274042840115726;308334,0000000;4602890,0000000
446;310597,522805909975432;4601846,788330970332026;310598,0000000;4601850,0000000
447;313267,654316890984774;4597497,693309869617224;313268,0000000;4597500,0000000
448;288888,732913791027386;4624681,503138789907098;288889,0000000;4624680,0000000
449;289592,082562759984285;4625268,513177749700844;289592,0000000;4625270,0000000
450;312889,784422894997988;4611444,268623519688845;312890,0000000;4611440,0000000
451;312500,273305852024350;4611155,722628160379827;312500,0000000;4611160,0000000
452;312278,195326936023775;4610971,239507820457220;312278,0000000;4610970,0000000
453;311466,404911310004536;4610926,181149429641664;311466,0000000;4610930,0000000
454;310002,609144017973449;4610734,644719020463526;310003,0000000;4610730,0000000
455;302103,275191580003593;4607245,601481810212135;302103,0000000;4607250,0000000
456;288499,542924779001623;4597277,371108209714293;288500,0000000;4597280,0000000
457;287127,510824143013451;4595927,040088940411806;287128,0000000;4595930,0000000
458;284515,773197086004075;4593965,023689259774983;284516,0000000;4593960,0000000
459;280719,564793611993082;4590980,040835020132363;280720,0000000;4590980,0000000
460;280971,006366626999807;4591145,019158660434186;280971,0000000;4591140,0000000
461;292130,018406945979223;4603054,226369169540703;292130,0000000;4603050,0000000
462;302682,291070292005315;4615063,493272249586880;302682,0000000;4615060,0000000
463;302931,083790588018019;4617323,004524590447545;302931,0000000;4617320,0000000
464;302957,859898864000570;4617530,631374659948051;302958,0000000;4617530,0000000
465;302994,887493953981902;4617826,087173460051417;302995,0000000;4617830,0000000
466;303684,383809163991828;4621436,634303039871156;303684,0000000;4621440,0000000
467;304515,215639650006779;4624003,452206100337207;304515,0000000;4624000,0000000
468;303007,692834315996151;4619088,999963349662721;303008,0000000;4619090,0000000
469;300865,237733386980835;4614805,673259859904647;300865,0000000;4614810,0000000
470;300520,888619025005028;4616246,465813780203462;300521,0000000;4616250,0000000
471;300290,572102617006749;4617949,364323629997671;300291,0000000;4617950,0000000
472;299964,339885958004743;4619194,277080399915576;299964,0000000;4619190,0000000
473;299901,229423095996026;4620669,387986550107598;299901,0000000;4620670,0000000
474;299264,224699399026576;4624146,001221380196512;299264,0000000;4624150,0000000
475;299302,627471060026437;4625077,615201470442116;299303,0000000;4625080,0000000
476;299197,739469158987049;4625969,275841410271823;299198,0000000;4625970,0000000
477;299171,029367288982030;4626752,191620750352740;299171,0000000;4626750,0000000
478;299164,662678386026528;4626941,289200159721076;299165,0000000;4626940,0000000
479;315270,751613040978555;4603935,846267269924283;315271,0000000;4603940,0000000
480;314698,833503443980590;4604302,691080840304494;314699,0000000;4604300,0000000
481;313187,769426936982200;4605148,539364400319755;313188,0000000;4605150,0000000
482;312828,885595522006042;4605319,569660600274801;312829,0000000;4605320,0000000
483;312667,266294887987897;4605396,628297680057585;312667,0000000;4605400,0000000
484;310059,199565718998201;4606728,373958379961550;310059,0000000;4606730,0000000
485;310076,854414857982192;4606718,494746009819210;310077,0000000;4606720,0000000
486;309147,379176824004389;4607210,047639390453696;309147,0000000;4607210,0000000
487;289726,476564796990715;4619679,427151160314679;289726,0000000;4619680,0000000
488;296203,877361267979722;4605664,872270789928734;296204,0000000;4605660,0000000
489;297235,656369691016153;4606436,808232580311596;297236,0000000;4606440,0000000
490;312174,241921801993158;4610946,877313629724085;312174,0000000;4610950,0000000
491;313905,899995137995575;4610943,860085540451109;313906,0000000;4610940,0000000
492;316875,765858823026065;4610718,350818430073559;316876,0000000;4610720,0000000
